feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,labels
-0.5573889,-0.16176032,-0.014162336,-0.05348525,-0.036706127,-0.004393559,-0.03343681,-0.5418591,-0.16949032,-0.0090517495,-0.031958006,-0.03316811,-0.0031502508,-0.037883528,-0.55399865,-0.16413659,-0.0030571949,-0.045265418,-0.037240975,-0.0005577989,-0.04470551,-0.0022425845,0.0096616,0.00014454126,0.010217067,1
-0.56251323,-0.1618933,-0.018613547,-0.051352356,-0.03305999,-0.0075512696,-0.030395139,-0.5460367,-0.17111649,-0.01747826,-0.028243866,-0.031094749,-0.009542417,-0.04008119,-0.5584402,-0.16583006,-0.006672891,-0.046840716,-0.03691341,-0.0039749704,-0.04660389,-0.0020193495,0.01151656,-0.005788937,0.0073084794,1
-0.55760825,-0.16173674,0.0042973626,-0.0602688,-0.042278733,0.005282387,-0.036887575,-0.540677,-0.16669081,0.009177338,-0.037820503,-0.03997359,0.010418361,-0.03925444,-0.5523665,-0.16081755,0.016132213,-0.04737022,-0.04008185,0.0086047165,-0.044265002,-0.0035267056,0.008507479,-0.0026386976,0.006386563,1
-0.5455343,-0.15681197,0.07590531,-0.07739909,-0.057188954,0.043097578,-0.053780135,-0.5248198,-0.16322413,0.07779856,-0.05978287,-0.05410418,0.051787436,-0.04838241,-0.526462,-0.15206453,0.0897439,-0.060754646,-0.056372784,0.047543813,-0.05495473,-0.0014453947,0.012803052,0.00058600307,0.00023033097,1
-0.5495045,-0.1590031,0.04617481,-0.070996016,-0.050420217,0.026742812,-0.046049744,-0.5299994,-0.16518214,0.05001746,-0.05097074,-0.04787102,0.034376405,-0.043586534,-0.53860515,-0.15729684,0.06036021,-0.05576958,-0.04903184,0.030525647,-0.05022846,-0.001977769,0.010916695,0.0009292066,0.0041694157,1
-0.5546998,-0.16093013,-0.012722027,-0.054519203,-0.03856851,-0.0013138223,-0.03519879,-0.5387121,-0.16765429,-0.0054533295,-0.032409154,-0.036887992,0.00042341277,-0.03745586,-0.551094,-0.16212241,0.0001871027,-0.045628447,-0.038489357,0.0008366704,-0.044515416,-0.0046920753,0.0067877434,0.0001180768,0.0063298047,1
-0.5357728,-0.16361313,0.11162359,-0.08366203,-0.057513192,0.069372,-0.057676304,-0.5140129,-0.1629522,0.11965697,-0.07820223,-0.05709468,0.07102455,-0.052389763,-0.51883745,-0.15951386,0.12552533,-0.072630495,-0.05819726,0.06607111,-0.06254933,-0.0015665349,0.012095839,9.5918775e-05,-0.009525508,1
-0.5548929,-0.16064607,-0.017642807,-0.050183717,-0.03276549,-0.007544102,-0.030941851,-0.5399559,-0.16919066,-0.016917044,-0.028340181,-0.030427432,-0.008869782,-0.03982294,-0.5538392,-0.16463359,-0.006313326,-0.04652592,-0.036719553,-0.0041292086,-0.04599759,-0.0013877563,0.01153256,-0.0025274754,0.010887668,1
-0.5601901,-0.16270465,-0.017215947,-0.052729096,-0.03525174,-0.005842408,-0.03329835,-0.54435736,-0.17077093,-0.012997979,-0.030783406,-0.03282022,-0.005892083,-0.038460482,-0.5561205,-0.16515417,-0.005776521,-0.045777205,-0.037846886,-0.0023236945,-0.04645642,-0.002124716,0.010836214,-0.0035536587,0.008029915,1
-0.5577184,-0.16060384,-0.018467873,-0.050094035,-0.03470582,-0.0061680414,-0.03244226,-0.5421636,-0.16885754,-0.015956527,-0.028961528,-0.03264285,-0.0072292946,-0.039368335,-0.5567902,-0.16491343,-0.0074475333,-0.04633328,-0.03789345,-0.0039137043,-0.046559058,-0.0022783966,0.010613602,-0.0020825565,0.007850714,1
-0.5459658,-0.1582877,0.05950313,-0.0735206,-0.0533636,0.033913944,-0.049440958,-0.5259969,-0.16401295,0.06205172,-0.05420488,-0.05086851,0.04240751,-0.04570307,-0.535199,-0.15596363,0.07232883,-0.05727197,-0.051625736,0.03774506,-0.052158013,-0.0020080209,0.011354409,0.004193738,0.0053595155,1
-0.5586336,-0.16081898,-0.018327706,-0.049789142,-0.03251741,-0.007660905,-0.030090202,-0.5429695,-0.16989245,-0.018619673,-0.02701577,-0.030640416,-0.010867432,-0.04060293,-0.5566591,-0.16511501,-0.006416701,-0.047576513,-0.037292175,-0.006083995,-0.04607398,-0.0022878228,0.01151729,-0.0046158433,0.011104468,1
-0.5577048,-0.16063091,-0.0036571492,-0.057244983,-0.040678762,0.0027953498,-0.03641639,-0.5416632,-0.16631308,0.0034213923,-0.03546389,-0.03955099,0.0067937598,-0.038773365,-0.55539906,-0.16163473,0.008055248,-0.046457727,-0.04002443,0.005154159,-0.045214206,-0.0045064064,0.0071317926,-0.0020474344,0.0031373464,1
-0.5381273,-0.1574292,0.10133869,-0.080671966,-0.05964649,0.062427606,-0.05834226,-0.5178476,-0.16056131,0.1071345,-0.07157763,-0.057772376,0.06756579,-0.051777374,-0.5189051,-0.15580365,0.11636105,-0.06845766,-0.059228696,0.061364897,-0.06125348,-0.002389817,0.01140799,3.992021e-05,-0.007859781,1
-0.5393896,-0.16022404,0.10151745,-0.081461266,-0.05981353,0.06266445,-0.058081996,-0.51825345,-0.16281952,0.107209764,-0.072428316,-0.057667553,0.06744341,-0.052768942,-0.5212006,-0.15698445,0.11558222,-0.06876469,-0.05809202,0.06293605,-0.061686233,-0.0030102911,0.010376785,-0.0010146797,-0.0104671195,1
-0.54392874,-0.15912642,0.075593345,-0.078239396,-0.056981925,0.0423939,-0.053713117,-0.5216311,-0.16547246,0.078938864,-0.060097665,-0.053318206,0.05156666,-0.047616184,-0.5309175,-0.15502791,0.08941427,-0.061943647,-0.055119894,0.046848856,-0.054236874,-0.001335864,0.013130847,0.0053500086,0.0037886277,1
-0.5559966,-0.16005613,0.023346087,-0.06558022,-0.046134718,0.015142082,-0.04158949,-0.53763276,-0.16574965,0.027337499,-0.043342218,-0.043764204,0.021883171,-0.041534092,-0.54971594,-0.15905596,0.035226963,-0.050794568,-0.044447742,0.01872934,-0.04749632,-0.0019038692,0.010301195,-0.001267612,0.007102702,1
-0.56184936,-0.16221252,-0.017115038,-0.052931745,-0.03465344,-0.0063321944,-0.03274115,-0.54593354,-0.17021593,-0.013296027,-0.031179978,-0.032532852,-0.0066186115,-0.03841732,-0.55685294,-0.16445552,-0.006173756,-0.044941496,-0.037610337,-0.002261009,-0.04585745,-0.0023053316,0.010538593,-0.004899442,0.0062866546,1
-0.553165,-0.15885088,0.035201848,-0.068313956,-0.049126197,0.020370927,-0.04352562,-0.53364265,-0.16534173,0.038248617,-0.04678513,-0.04580991,0.027206745,-0.042519305,-0.5444309,-0.1568396,0.04784218,-0.052797515,-0.0468465,0.024251103,-0.04791438,-0.0018496774,0.0104347505,0.0003963709,0.00592326,1
-0.55583704,-0.16012652,0.011184534,-0.062049363,-0.044230442,0.008963559,-0.038248423,-0.5384761,-0.16567826,0.016175337,-0.04014596,-0.04147946,0.0144996215,-0.039876293,-0.547154,-0.16026334,0.023717338,-0.04879306,-0.042019017,0.011747383,-0.04506305,-0.0035470056,0.008474354,-0.003789559,0.00396318,1
-0.55940163,-0.16209964,-0.017041817,-0.052295167,-0.03613302,-0.0048405994,-0.034400657,-0.5440194,-0.1699026,-0.012612013,-0.030593954,-0.03392832,-0.004656583,-0.038823802,-0.5541083,-0.16501446,-0.0045190416,-0.045735653,-0.037738174,-0.0018915795,-0.04586912,-0.002649978,0.010066476,-0.0036078095,0.0072526224,1
-0.5604477,-0.161412,-0.018478751,-0.05095012,-0.034178652,-0.006951228,-0.031415764,-0.5450183,-0.1699214,-0.01632792,-0.029282326,-0.03125558,-0.008402035,-0.040084943,-0.555436,-0.16443041,-0.007366238,-0.04567836,-0.037974358,-0.0039206557,-0.046910867,-0.0015911057,0.011535097,-0.0060688704,0.0073283277,1
-0.55220693,-0.1588202,-0.003056232,-0.056365464,-0.041073494,0.0032892004,-0.035903074,-0.5367821,-0.16435099,0.003711572,-0.035984036,-0.039156802,0.0073715746,-0.038413867,-0.5465113,-0.15944973,0.009167272,-0.045565408,-0.040015213,0.0057606883,-0.04462389,-0.0041880775,0.0072119795,-0.0011459589,0.0051516145,1
-0.55833125,-0.16113718,-0.015459624,-0.05301599,-0.036225103,-0.0045213364,-0.033337235,-0.5428764,-0.16884822,-0.010093797,-0.032037333,-0.03427059,-0.003927458,-0.037982587,-0.5558163,-0.16299842,-0.0056521203,-0.044549424,-0.03846211,-0.0011453591,-0.045587502,-0.0025714934,0.00965308,-0.0010472685,0.008595098,1
-0.55760646,-0.16111188,-0.01625027,-0.052628953,-0.036270514,-0.005007975,-0.033992536,-0.54193777,-0.16868946,-0.011905616,-0.0306056,-0.033973876,-0.00387514,-0.03820467,-0.5531188,-0.16297585,-0.005142387,-0.044486273,-0.037996672,-0.0008620471,-0.045652017,-0.0020872345,0.010159399,-0.0022339076,0.008874062,1
-0.556813,-0.16119987,-0.015810698,-0.052620206,-0.036337875,-0.0039234217,-0.034051638,-0.54178584,-0.1682104,-0.010597857,-0.031405833,-0.034834664,-0.0030386597,-0.037808325,-0.55267614,-0.16391665,-0.0037523508,-0.04480176,-0.037537903,-0.00085006654,-0.04502414,-0.0030459436,0.008559328,-0.0030274838,0.0060040504,1
-0.5583555,-0.16229348,-0.016705263,-0.052014876,-0.034419913,-0.0064349305,-0.031539228,-0.54220676,-0.17114009,-0.014105022,-0.029345794,-0.03224201,-0.007226523,-0.03908456,-0.55471027,-0.16650175,-0.0035799202,-0.047391538,-0.036460347,-0.002722934,-0.04544808,-0.0035098062,0.0092929825,-0.0027467161,0.00673189,1
-0.54956,-0.15970986,0.03194178,-0.06642747,-0.048262592,0.018710323,-0.042501498,-0.5298188,-0.16588166,0.03580396,-0.046410233,-0.045305636,0.025213594,-0.04199582,-0.54011756,-0.15795974,0.045091122,-0.052588608,-0.045828097,0.022361722,-0.04714378,-0.0029646344,0.009679858,0.00042532384,0.0049370117,1
-0.56046647,-0.16235301,-0.011801088,-0.055728126,-0.038596746,-0.0028797742,-0.03382437,-0.54472184,-0.16949946,-0.005741352,-0.03366194,-0.036012582,-0.0010715649,-0.037801594,-0.5557109,-0.16178432,-0.00059066154,-0.045303155,-0.038770646,0.0007745065,-0.044758245,-0.0029372075,0.008807268,-0.003549099,0.007695906,1
-0.55023694,-0.15947558,0.04926461,-0.072409496,-0.05193896,0.027771708,-0.04644631,-0.5307955,-0.16593274,0.052770056,-0.052299544,-0.048337728,0.035666138,-0.044378005,-0.5382165,-0.15559405,0.062495857,-0.05584805,-0.049563028,0.032336146,-0.050102755,-0.0017159297,0.010753024,0.0006120503,0.0036795586,1
-0.55514574,-0.15919697,-0.017674096,-0.051092934,-0.034339696,-0.006003799,-0.031836566,-0.53990996,-0.16781119,-0.01497818,-0.029176602,-0.032737397,-0.006022744,-0.038962573,-0.55179334,-0.16281913,-0.0057875887,-0.044661853,-0.037042193,-0.0025673285,-0.04529485,-0.0020440875,0.010282293,-0.0016238391,0.009881526,1
-0.5492028,-0.15792254,0.06702467,-0.0757584,-0.05630289,0.038680464,-0.052224867,-0.52771217,-0.16433312,0.069184534,-0.056255117,-0.053267423,0.046923567,-0.047738686,-0.5352533,-0.15559466,0.0806383,-0.060660746,-0.05398023,0.041159753,-0.052947752,-0.0016355424,0.012068506,0.0027509034,0.002647791,1
-0.5469067,-0.15973303,0.08071738,-0.07939014,-0.058766548,0.046256557,-0.0551144,-0.5249384,-0.16628928,0.08349768,-0.061852016,-0.055223655,0.054934327,-0.04983676,-0.5329087,-0.15471132,0.09338885,-0.063131586,-0.05662334,0.049671113,-0.05550979,-0.0013579691,0.012698047,0.0036515445,0.001933068,1
-0.54879993,-0.1582749,0.058818065,-0.07358751,-0.05432923,0.034486603,-0.050354004,-0.5284165,-0.16500895,0.06198208,-0.054256506,-0.05157332,0.04279083,-0.04626176,-0.53535074,-0.1560884,0.07184927,-0.057958078,-0.052248448,0.038471498,-0.05221673,-0.001977351,0.011567611,0.002055049,0.0017417483,1
-0.5500872,-0.15935293,0.06398666,-0.07543172,-0.05499483,0.036707353,-0.05110371,-0.5297082,-0.16556746,0.06672248,-0.055668972,-0.052508198,0.045123708,-0.04709382,-0.5368714,-0.1564865,0.07728304,-0.05935413,-0.053060845,0.04014556,-0.052914664,-0.002597762,0.011185784,0.0020179898,0.0006481074,1
-0.5434928,-0.15857342,0.09116476,-0.08114205,-0.060325984,0.055692814,-0.057976987,-0.5221399,-0.16407071,0.09679128,-0.067528546,-0.057383623,0.062387004,-0.052141607,-0.5244815,-0.15421614,0.10514337,-0.06670791,-0.0585903,0.056545798,-0.05861211,-0.0017744878,0.012218926,-0.000847131,-0.0063806474,1
-0.5554525,-0.1592069,-0.0117202215,-0.05437052,-0.039374445,-0.00021072477,-0.035288922,-0.54024565,-0.16543876,-0.004664475,-0.032851785,-0.03778325,0.0023382008,-0.038161635,-0.5515358,-0.16077556,0.0012779031,-0.04511265,-0.038935274,0.0011011586,-0.04468821,-0.004976536,0.005749546,-0.001073733,0.0050389506,1
-0.5577613,-0.16209394,-0.018070128,-0.051069696,-0.034324847,-0.006666092,-0.032302786,-0.5420254,-0.17065047,-0.016891168,-0.028462209,-0.03255841,-0.007166151,-0.040430214,-0.55993015,-0.1652057,-0.008224366,-0.04675645,-0.038038276,-0.004419431,-0.047592,-0.0021196539,0.010950863,-0.0009773374,0.009964544,1
-0.55568063,-0.16036485,-0.014092565,-0.053674255,-0.036982972,-0.0032349005,-0.03409712,-0.540583,-0.1669406,-0.008528512,-0.031985898,-0.034704596,-0.0014912561,-0.037619524,-0.5513859,-0.16184556,-0.0022664163,-0.044217456,-0.037485577,0.00014691055,-0.044640623,-0.0024358535,0.008721478,-0.00053189695,0.008803222,1
-0.5484446,-0.15734452,0.037083074,-0.06832424,-0.048545793,0.021699445,-0.04352885,-0.5291845,-0.1638978,0.04033409,-0.047720097,-0.046408713,0.029401995,-0.04280265,-0.5381694,-0.15741189,0.05062358,-0.052390177,-0.0470263,0.025705297,-0.048620738,-0.0017959625,0.010265484,0.0011140555,0.0042981543,1
-0.5409652,-0.16049519,0.09762939,-0.08131884,-0.059686452,0.059560034,-0.058054745,-0.51986873,-0.16351525,0.10337845,-0.06991683,-0.05800776,0.06579966,-0.052585915,-0.52556264,-0.1568419,0.11005087,-0.06883,-0.059071854,0.059923746,-0.061612546,-0.0024111618,0.011996511,0.00067539513,-0.0062206835,1
-0.54319483,-0.15863383,0.084604524,-0.07999329,-0.05804807,0.049011994,-0.05503086,-0.5212317,-0.16436133,0.0880868,-0.06456526,-0.05535311,0.056907944,-0.050100584,-0.5271919,-0.15495041,0.098249555,-0.06450671,-0.05675932,0.050928894,-0.056604072,-0.0016412067,0.012404259,0.0033865124,-0.00078245625,1
-0.55100054,-0.16016829,0.033228688,-0.06755267,-0.048557144,0.019515375,-0.04320581,-0.5318824,-0.16645104,0.03803144,-0.047273673,-0.04563334,0.026423955,-0.04195241,-0.54027975,-0.15867761,0.04776158,-0.052900363,-0.046156213,0.023751535,-0.04795801,-0.0026582761,0.010040361,-0.0018005073,0.0039874613,1
-0.556972,-0.16045763,0.0055060666,-0.059793387,-0.043045394,0.005643459,-0.036808506,-0.53964186,-0.16563287,0.009552451,-0.038344234,-0.040616043,0.010569729,-0.039654586,-0.550129,-0.15939377,0.017060298,-0.047495876,-0.041289955,0.009163944,-0.044172823,-0.0029383583,0.0087507665,-0.0043741465,0.0046541654,1
-0.5449947,-0.1599876,0.09543369,-0.081772804,-0.060262598,0.057378,-0.05839903,-0.5231242,-0.16425583,0.09948816,-0.067402996,-0.058293425,0.06421211,-0.052496534,-0.52634853,-0.15475085,0.108535,-0.06735583,-0.05912988,0.059234522,-0.060051955,-0.0024386554,0.012270704,-0.0011385977,-0.005738929,1
-0.5587099,-0.1599499,-0.013130616,-0.054662813,-0.037811965,-0.0025835931,-0.033873912,-0.5428722,-0.16616414,-0.0066988673,-0.033512853,-0.035739675,-0.0005469583,-0.037886057,-0.5530833,-0.16106725,-0.0024294443,-0.044119965,-0.039644092,0.0008577332,-0.04566648,-0.0033227787,0.0077923797,-0.0037056059,0.0049127787,1
-0.54288274,-0.15907265,0.08726678,-0.080258265,-0.059575412,0.051276717,-0.056570385,-0.5199414,-0.16487606,0.09096791,-0.064627975,-0.056602966,0.05923735,-0.050721355,-0.5276273,-0.15467887,0.10070159,-0.06509322,-0.057425782,0.05405426,-0.056711122,-0.0012959738,0.013104036,0.004077807,0.0006161891,1
-0.5549464,-0.1611986,-0.008400843,-0.056198996,-0.040004008,-0.00015115924,-0.03535781,-0.538602,-0.1674649,-0.0014768355,-0.03411099,-0.03762807,0.0025138706,-0.037860483,-0.55201757,-0.16073412,0.0034310203,-0.045689065,-0.039121583,0.0029798094,-0.044443294,-0.0038184377,0.007542271,-0.000381127,0.0082143955,1
-0.5498357,-0.16015416,0.055144496,-0.07379323,-0.052377928,0.032177623,-0.049084015,-0.52978414,-0.16584724,0.058176957,-0.05262977,-0.050492257,0.040245634,-0.0454672,-0.5401356,-0.15703315,0.06751928,-0.057802405,-0.049600653,0.035489146,-0.051105022,-0.0013573491,0.012080014,0.0038797408,0.0061071627,1
-0.5397941,-0.16255279,0.10910422,-0.08312328,-0.05848042,0.06690061,-0.058234822,-0.51861167,-0.16308254,0.11471582,-0.07597168,-0.05788656,0.069945395,-0.052913424,-0.5196358,-0.16018239,0.123423785,-0.07196131,-0.058292083,0.06529973,-0.06283081,-0.0025124636,0.011030085,-0.0017354041,-0.011032723,1
-0.5492456,-0.15848403,0.06702248,-0.07655686,-0.055622354,0.03810405,-0.05136218,-0.52837867,-0.16488007,0.069390334,-0.057291985,-0.05222247,0.045968868,-0.047368564,-0.53455484,-0.1540713,0.07996294,-0.05989212,-0.053671487,0.04172198,-0.052520797,-0.00085627584,0.012452152,0.001351133,0.0035965778,1
-0.55847806,-0.16144225,-0.015311525,-0.04983704,-0.029161656,-0.010152992,-0.028019065,-0.5398069,-0.17175302,-0.019787008,-0.024717703,-0.028107306,-0.011565886,-0.041609347,-0.5571707,-0.16568612,-0.0036974289,-0.050247442,-0.03375835,-0.0038222298,-0.045952186,-0.0042918976,0.010170884,-0.00096963346,0.013511088,1
-0.5517,-0.15935498,0.02537799,-0.06461771,-0.046623692,0.015853139,-0.041212816,-0.53311175,-0.16529731,0.02948565,-0.044097237,-0.044359464,0.022197546,-0.04152342,-0.5449064,-0.15866916,0.03849518,-0.051422548,-0.04449456,0.019369654,-0.046920434,-0.0032519652,0.008800864,0.00057917833,0.004748728,1
-0.55226177,-0.15854895,-0.0010205451,-0.056699354,-0.04157793,0.0040476806,-0.03540121,-0.53619653,-0.16454484,0.005230641,-0.036892537,-0.04052904,0.008503232,-0.03884088,-0.54408115,-0.15959822,0.012328154,-0.046375986,-0.03994839,0.0061729513,-0.044032738,-0.0049930317,0.0059783794,-0.0025023967,0.0027357563,1
-0.55844367,-0.16174938,-0.017407872,-0.05153623,-0.03435554,-0.0061769355,-0.03180144,-0.542161,-0.17051551,-0.014687441,-0.0298902,-0.03282996,-0.0075935423,-0.039190374,-0.5559885,-0.16480637,-0.005604055,-0.046239223,-0.03713581,-0.0036672316,-0.04529731,-0.0026296217,0.010563899,-0.0021015704,0.008885499,1
-0.55446726,-0.15790305,0.024530796,-0.06535044,-0.046862125,0.015823005,-0.041194372,-0.5359075,-0.16409452,0.028375385,-0.044432174,-0.043761626,0.022043694,-0.042167723,-0.5445822,-0.15554024,0.036134616,-0.049817238,-0.045894645,0.019541964,-0.047536284,-0.0013540739,0.010855377,-0.0021234602,0.007059533,1
-0.556571,-0.16086575,-0.014671003,-0.05338351,-0.036735572,-0.0035964567,-0.032702524,-0.5411492,-0.1681776,-0.009220982,-0.03246181,-0.035424814,-0.002637256,-0.037885614,-0.55174977,-0.1630009,-0.0026636329,-0.044843156,-0.037667133,-0.0006461516,-0.043971293,-0.003730485,0.0076310523,-0.0018597692,0.0053997785,1
-0.5533874,-0.15884614,0.018979786,-0.062417496,-0.046227537,0.013627737,-0.040641315,-0.53561443,-0.16570975,0.022811556,-0.04147309,-0.04425348,0.01898751,-0.041538697,-0.54740775,-0.16108325,0.031868313,-0.05222417,-0.0442492,0.015306851,-0.046852596,-0.0040793656,0.008004472,-0.000121578574,0.0035559237,1
-0.5599237,-0.1607742,-0.017364802,-0.05168986,-0.0325831,-0.008263245,-0.030631524,-0.5436957,-0.16930822,-0.017567253,-0.026959682,-0.029498154,-0.010047816,-0.040078513,-0.557873,-0.16664557,-0.0053177774,-0.04859299,-0.03744764,-0.004906703,-0.04671833,-0.0011564579,0.0123982765,-0.0040228665,0.0115336105,1
-0.55586284,-0.17026103,-0.015372358,-0.052384596,-0.027597662,-0.013163008,-0.032493073,-0.5350016,-0.17954905,-0.026293395,-0.020237075,-0.023632081,-0.010977063,-0.04820178,-0.5485837,-0.17419001,-0.0021443628,-0.054222677,-0.034521863,-0.003364902,-0.046391316,0.004133475,0.017966364,-0.008871585,0.031196686,1
-0.55674,-0.15980604,0.01332484,-0.06199335,-0.04480919,0.009647611,-0.038907688,-0.5388867,-0.16651662,0.017425438,-0.040724486,-0.04193329,0.014476771,-0.040489245,-0.55056405,-0.15875295,0.025266044,-0.04912645,-0.0424843,0.01247205,-0.0445472,-0.002786724,0.009586576,-0.00086553395,0.007233195,1
-0.55700123,-0.16216992,-0.01741143,-0.050993983,-0.035198998,-0.005439345,-0.03324603,-0.5424563,-0.17085084,-0.014478521,-0.02854016,-0.032585092,-0.005915694,-0.039899245,-0.55675656,-0.16643555,-0.0055498574,-0.04714152,-0.037602566,-0.003113564,-0.047282703,-0.0028566702,0.010649532,-0.0013386756,0.009725377,1
-0.558831,-0.16159703,-0.01641478,-0.052448872,-0.034868583,-0.006043274,-0.03347889,-0.5429956,-0.16954263,-0.013493704,-0.029475791,-0.03255215,-0.0052581467,-0.039352514,-0.55461746,-0.16476974,-0.004113378,-0.046029005,-0.037168168,-0.0021702722,-0.04617179,-0.0025958822,0.010106228,-0.0027343333,0.008736156,1
-0.5504923,-0.1576898,0.014612848,-0.061333623,-0.044734754,0.010916572,-0.03906003,-0.5328697,-0.16394827,0.018979762,-0.040881157,-0.043148715,0.01765257,-0.040128537,-0.54340726,-0.15879598,0.027827542,-0.048192304,-0.043031514,0.014690725,-0.045406677,-0.002942809,0.008277379,-0.0010475218,0.005003568,1
-0.54480624,-0.15755066,0.08321357,-0.07985486,-0.05964616,0.04935862,-0.05597359,-0.522504,-0.16389136,0.08651008,-0.06281453,-0.055232722,0.05649346,-0.050657563,-0.53006715,-0.15368095,0.09628001,-0.06349915,-0.05879172,0.051484555,-0.05735962,-0.00040763983,0.013940331,0.0023409426,0.0016974919,1
-0.563053,-0.16210698,-0.01813262,-0.051620495,-0.034210946,-0.0069321953,-0.032391734,-0.54692644,-0.17068578,-0.017068772,-0.028341446,-0.032186314,-0.007408291,-0.040430162,-0.56147134,-0.16622359,-0.0070487205,-0.0469029,-0.037186436,-0.0037648976,-0.047153637,-0.0019197844,0.011345062,-0.0033390075,0.008327555,1
-0.54993606,-0.15930165,0.05172795,-0.07222642,-0.05257644,0.029427998,-0.047624767,-0.53046215,-0.16479261,0.055107065,-0.052635163,-0.049251165,0.0379606,-0.044678822,-0.53533304,-0.15459336,0.065599844,-0.055276018,-0.050369486,0.03434756,-0.05081772,-0.0018997253,0.010713637,-0.0020633638,0.0016189665,1
-0.5557451,-0.1599389,-0.0055239834,-0.055721927,-0.04021932,0.0020567644,-0.035621274,-0.5398985,-0.16526538,0.0006423937,-0.034928568,-0.03855472,0.0049735755,-0.038795028,-0.5531477,-0.16033727,0.0065378994,-0.045807574,-0.039248973,0.0037529003,-0.04440037,-0.004181598,0.0069321804,-0.0016018003,0.004826255,1
-0.5375413,-0.15950328,0.099308915,-0.08069667,-0.058122113,0.05972886,-0.057554193,-0.51519823,-0.16235636,0.10532664,-0.072027616,-0.05584395,0.065052055,-0.050437182,-0.5194439,-0.15547366,0.11341822,-0.066608205,-0.05687067,0.06143596,-0.05982037,-0.0020986716,0.012334995,0.00015373528,-0.00706964,1
-0.552009,-0.15865621,0.005348524,-0.058809105,-0.04281721,0.0066080326,-0.036987424,-0.5359963,-0.1638843,0.010514742,-0.038241696,-0.041167665,0.012161583,-0.039237935,-0.5449264,-0.15958077,0.018515661,-0.047000196,-0.040633537,0.009771964,-0.0440868,-0.004251598,0.007148415,-0.0029939562,0.0032271072,1
-0.54584444,-0.15798502,0.06621108,-0.075760856,-0.05475185,0.03814965,-0.051238146,-0.524787,-0.16362873,0.06979477,-0.058081895,-0.052028332,0.046955578,-0.046878017,-0.53095394,-0.15591955,0.07956369,-0.05995981,-0.053696938,0.041685093,-0.053663217,-0.0017068358,0.012018494,0.0021533668,0.0011438839,1
-0.55826104,-0.16136086,-0.0178172,-0.049712,-0.029843498,-0.009609543,-0.028383631,-0.5411447,-0.17075574,-0.02063618,-0.025687963,-0.029247157,-0.011111468,-0.04207345,-0.55872685,-0.16525316,-0.0056926645,-0.047730785,-0.034968853,-0.0043997243,-0.046561487,-0.002871144,0.01093366,-0.002763331,0.011880372,1
-0.5565539,-0.15983117,0.016798524,-0.06289172,-0.045243494,0.01161946,-0.039200712,-0.5384889,-0.166152,0.020708846,-0.041523732,-0.043197982,0.016963802,-0.04119237,-0.5491712,-0.15972102,0.028307512,-0.050078224,-0.04350532,0.014445139,-0.046126522,-0.0029968692,0.008961022,-0.0023114532,0.004333753,1
-0.5552609,-0.1602824,0.02895804,-0.06693466,-0.048075832,0.017893575,-0.042722683,-0.5371425,-0.16720638,0.032627802,-0.04466643,-0.045388293,0.024236877,-0.04251938,-0.54633945,-0.15902644,0.04211963,-0.052257027,-0.04619298,0.02135387,-0.047945715,-0.0028147877,0.010338079,-0.0016964525,0.0034928173,1
-0.5471122,-0.1610466,0.07925268,-0.079631865,-0.057848983,0.04580885,-0.055259913,-0.52536535,-0.1659129,0.08192659,-0.061060406,-0.054782584,0.05462682,-0.049679402,-0.53437513,-0.15525036,0.09111105,-0.06268613,-0.055920087,0.04960399,-0.05617991,-0.0016543416,0.013114277,0.0024121106,0.0009613,1
-0.5560646,-0.15997735,-0.016964002,-0.05116189,-0.03476039,-0.006388366,-0.03216039,-0.5404897,-0.168756,-0.014868515,-0.029398143,-0.032691054,-0.005927682,-0.039068893,-0.5542746,-0.16286902,-0.006595282,-0.04479069,-0.03793326,-0.002075579,-0.046066143,-0.001338742,0.011437271,-0.0013154596,0.011952829,1
-0.55391824,-0.16119207,0.0053461585,-0.059877638,-0.042143844,0.0059130527,-0.037016664,-0.5377713,-0.16622046,0.011735869,-0.038586438,-0.039959624,0.011229236,-0.03870482,-0.548424,-0.16136442,0.017932255,-0.048157956,-0.040661886,0.008856807,-0.04464405,-0.0044757165,0.007595133,-0.002350986,0.0038172863,1
-0.5560128,-0.16047342,-0.0168523,-0.051718052,-0.035099626,-0.005799534,-0.03276015,-0.5403166,-0.16875666,-0.013076924,-0.030404193,-0.03306776,-0.005140722,-0.038249973,-0.55249584,-0.16322987,-0.004649069,-0.044662725,-0.036917515,-0.0018372424,-0.04485008,-0.0021589044,0.009763651,-0.001512453,0.009218078,1
-0.55475354,-0.16037922,-0.017954579,-0.050627057,-0.032857515,-0.006373355,-0.031730045,-0.53978616,-0.16861641,-0.016044678,-0.027925067,-0.031934246,-0.006998118,-0.039377335,-0.5542878,-0.16527712,-0.006523095,-0.045953456,-0.036606357,-0.0036093742,-0.04605399,-0.0028139693,0.0101734325,-0.00037160516,0.0095550455,1
